
El tiempo transcurrido es 0.0603523 segundos.

El tiempo transcurrido es 0.0706986 segundos.

El tiempo transcurrido es 0.0604864 segundos.

El tiempo transcurrido es 0.0720491 segundos.

El tiempo transcurrido es 0.063155 segundos.

El tiempo transcurrido es 0.0775182 segundos.

El tiempo transcurrido es 0.0650078 segundos.

El tiempo transcurrido es 0.0768144 segundos.

El tiempo transcurrido es 0.0674211 segundos.

El tiempo transcurrido es 0.0787223 segundos.

El tiempo transcurrido es 0.0695425 segundos.

El tiempo transcurrido es 0.0816611 segundos.

El tiempo transcurrido es 0.0748301 segundos.

El tiempo transcurrido es 0.0884995 segundos.

El tiempo transcurrido es 0.0744862 segundos.
